Tiempo ,CONTROL,ANGULO,REFERENCIA,PERTURBACION
28.08,1.61,0.693,0.6,0.2
28.1,1.611,0.698,0.6,0.2
28.12,1.612,0.703,0.6,0.2
28.14,1.613,0.707,0.6,0.2
28.16,1.613,0.71,0.6,0.2
28.18,1.613,0.714,0.6,0.2
28.2,1.612,0.717,0.6,0.2
28.22,1.611,0.719,0.6,0.2
28.24,1.61,0.721,0.6,0.2
28.26,1.609,0.721,0.6,0.2
28.28,1.607,0.723,0.6,0.2
28.3,1.605,0.723,0.6,0.2
28.32,1.603,0.723,0.6,0.2
28.34,1.6,0.721,0.6,0.2
28.36,1.597,0.719,0.6,0.2
28.38,1.594,0.717,0.6,0.2
28.4,1.591,0.716,0.6,0.2
28.42,1.587,0.712,0.6,0.2
28.44,1.584,0.709,0.6,0.2
28.46,1.579,0.705,0.6,0.2
28.48,1.575,0.7,0.6,0.2
28.5,1.571,0.696,0.6,0.2
28.52,1.566,0.691,0.6,0.2
28.54,1.562,0.686,0.6,0.2
28.56,1.557,0.679,0.6,0.2
28.58,1.552,0.674,0.6,0.2
28.6,1.547,0.667,0.6,0.2
28.62,1.543,0.66,0.6,0.2
28.64,1.538,0.653,0.6,0.2
28.66,1.533,0.646,0.6,0.2
28.68,1.528,0.639,0.6,0.2
28.7,1.523,0.63,0.6,0.2
28.72,1.518,0.623,0.6,0.2
28.74,1.514,0.614,0.6,0.2
28.76,1.509,0.607,0.6,0.2
28.78,1.505,0.599,0.6,0.2
28.8,1.5,0.592,0.6,0.2
28.82,1.496,0.583,0.6,0.2
28.84,1.492,0.576,0.6,0.2
28.86,1.488,0.569,0.6,0.2
28.88,1.485,0.56,0.6,0.2
28.9,1.482,0.553,0.6,0.2
28.92,1.479,0.546,0.6,0.2
28.94,1.476,0.541,0.6,0.2
28.96,1.473,0.534,0.6,0.2
28.98,1.471,0.529,0.6,0.2
29.0,1.469,0.522,0.6,0.2
29.02,1.467,0.517,0.6,0.2
29.04,1.465,0.513,0.6,0.2
29.06,1.464,0.508,0.6,0.2
29.08,1.463,0.504,0.6,0.2
29.1,1.463,0.501,0.6,0.2
29.12,1.463,0.497,0.6,0.2
29.14,1.463,0.496,0.6,0.2
29.16,1.463,0.492,0.6,0.2
29.18,1.464,0.49,0.6,0.2
29.2,1.465,0.49,0.6,0.2
29.22,1.466,0.489,0.6,0.2
29.24,1.468,0.489,0.6,0.2
29.26,1.469,0.49,0.6,0.2
29.28,1.471,0.49,0.6,0.2
29.3,1.473,0.492,0.6,0.2
29.32,1.476,0.494,0.6,0.2
29.34,1.479,0.497,0.6,0.2
29.36,1.482,0.499,0.6,0.2
29.38,1.485,0.503,0.6,0.2
29.4,1.488,0.506,0.6,0.2
29.42,1.492,0.511,0.6,0.2
29.44,1.495,0.515,0.6,0.2
29.46,1.499,0.52,0.6,0.2
29.48,1.503,0.525,0.6,0.2
29.5,1.507,0.531,0.6,0.2
29.52,1.511,0.536,0.6,0.2
29.54,1.515,0.543,0.6,0.2
29.56,1.52,0.548,0.6,0.2
29.58,1.524,0.555,0.6,0.2
29.6,1.528,0.562,0.6,0.2
29.62,1.532,0.569,0.6,0.2
29.64,1.536,0.574,0.6,0.2
29.66,1.541,0.581,0.6,0.2
29.68,1.545,0.588,0.6,0.2
29.7,1.548,0.595,0.6,0.2
29.72,1.552,0.602,0.6,0.2
29.74,1.556,0.609,0.6,0.2
29.76,1.56,0.614,0.6,0.2
29.78,1.563,0.621,0.6,0.2
29.8,1.566,0.628,0.6,0.2
29.82,1.57,0.634,0.6,0.2
29.84,1.572,0.641,0.6,0.2
29.86,1.575,0.646,0.6,0.2
29.88,1.578,0.651,0.6,0.2
29.9,1.58,0.656,0.6,0.2
29.92,1.582,0.661,0.6,0.2
29.94,1.584,0.665,0.6,0.2
29.96,1.585,0.67,0.6,0.2
29.98,1.587,0.674,0.6,0.2
30.0,1.588,0.677,0.6,0.2
30.02,1.589,0.681,0.6,0.2
30.04,1.589,0.682,0.6,0.2
30.06,1.589,0.686,0.6,0.2
30.08,1.589,0.688,0.6,0.2
30.1,1.589,0.689,0.6,0.2
30.12,1.589,0.689,0.6,0.2
30.14,1.588,0.691,0.6,0.2
30.16,1.587,0.691,0.6,0.2
30.18,1.586,0.691,0.6,0.2
30.2,1.585,0.689,0.6,0.2
30.22,1.583,0.689,0.6,0.2
30.24,1.581,0.688,0.6,0.2
30.26,1.579,0.686,0.6,0.2
30.28,1.577,0.684,0.6,0.2
30.3,1.575,0.681,0.6,0.2
30.32,1.572,0.679,0.6,0.2
30.34,1.569,0.675,0.6,0.2
30.36,1.567,0.672,0.6,0.2
30.38,1.564,0.668,0.6,0.2
30.4,1.561,0.663,0.6,0.2
30.42,1.557,0.66,0.6,0.2
30.44,1.554,0.654,0.6,0.2
30.46,1.551,0.651,0.6,0.2
30.48,1.547,0.646,0.6,0.2
30.5,1.544,0.641,0.6,0.2
30.52,1.541,0.635,0.6,0.2
30.54,1.537,0.63,0.6,0.2
30.56,1.534,0.625,0.6,0.2
30.58,1.53,0.62,0.6,0.2
30.6,1.527,0.613,0.6,0.2
30.62,1.524,0.607,0.6,0.2
30.64,1.521,0.602,0.6,0.2
30.66,1.518,0.597,0.6,0.2
30.68,1.515,0.59,0.6,0.2
30.7,1.512,0.585,0.6,0.2
30.72,1.509,0.579,0.6,0.2
30.74,1.507,0.574,0.6,0.2
30.76,1.504,0.569,0.6,0.2
30.78,1.502,0.564,0.6,0.2
30.8,1.5,0.559,0.6,0.2
30.82,1.498,0.555,0.6,0.2
30.84,1.497,0.55,0.6,0.2
30.86,1.495,0.546,0.6,0.2
30.88,1.493,0.543,0.6,0.2
30.9,1.492,0.539,0.6,0.2
30.92,1.492,0.536,0.6,0.2
30.94,1.491,0.532,0.6,0.2
30.96,1.491,0.529,0.6,0.2
30.98,1.49,0.527,0.6,0.2
31.0,1.49,0.525,0.6,0.2
31.02,1.49,0.524,0.6,0.2
31.04,1.49,0.524,0.6,0.2
31.06,1.491,0.522,0.6,0.2
31.08,1.492,0.522,0.6,0.2
31.1,1.493,0.522,0.6,0.2
31.12,1.494,0.522,0.6,0.2
31.14,1.495,0.524,0.6,0.2
31.16,1.497,0.524,0.6,0.2
31.18,1.499,0.525,0.6,0.2
31.2,1.501,0.527,0.6,0.2
31.22,1.502,0.531,0.6,0.2
31.24,1.505,0.532,0.6,0.2
31.26,1.507,0.536,0.6,0.2
31.28,1.509,0.539,0.6,0.2
31.3,1.512,0.543,0.6,0.2
31.32,1.514,0.546,0.6,0.2
31.34,1.517,0.55,0.6,0.2
31.36,1.52,0.553,0.6,0.2
31.38,1.522,0.559,0.6,0.2
31.4,1.525,0.562,0.6,0.2
31.42,1.528,0.567,0.6,0.2
31.44,1.531,0.572,0.6,0.2
31.46,1.534,0.576,0.6,0.2
31.48,1.537,0.581,0.6,0.2
31.5,1.539,0.586,0.6,0.2
31.52,1.542,0.592,0.6,0.2
31.54,1.545,0.595,0.6,0.2
31.56,1.547,0.6,0.6,0.2
31.58,1.55,0.606,0.6,0.2
31.6,1.553,0.609,0.6,0.2
31.62,1.555,0.614,0.6,0.2
31.64,1.557,0.62,0.6,0.2
31.66,1.559,0.623,0.6,0.2
31.68,1.562,0.627,0.6,0.2
31.7,1.563,0.632,0.6,0.2
31.72,1.565,0.635,0.6,0.2
31.74,1.567,0.639,0.6,0.2
31.76,1.568,0.642,0.6,0.2
31.78,1.569,0.646,0.6,0.2
31.8,1.57,0.649,0.6,0.2
31.82,1.571,0.651,0.6,0.2
31.84,1.572,0.653,0.6,0.2
31.86,1.573,0.656,0.6,0.2
31.88,1.573,0.658,0.6,0.2
31.9,1.573,0.66,0.6,0.2
31.92,1.574,0.66,0.6,0.2
31.94,1.573,0.661,0.6,0.2
31.96,1.573,0.661,0.6,0.2
31.98,1.573,0.661,0.6,0.2
32.0,1.572,0.661,0.6,0.2
32.02,1.571,0.661,0.6,0.2
32.04,1.57,0.661,0.6,0.2
32.06,1.569,0.66,0.6,0.2
32.08,1.568,0.66,0.6,0.2
32.1,1.567,0.658,0.6,0.2
32.12,1.565,0.656,0.6,0.2
32.14,1.564,0.654,0.6,0.2
32.16,1.562,0.653,0.6,0.2
32.18,1.56,0.649,0.6,0.2
32.2,1.558,0.648,0.6,0.2
32.22,1.556,0.644,0.6,0.2
32.24,1.555,0.641,0.6,0.2
32.26,1.553,0.637,0.6,0.2
32.28,1.55,0.634,0.6,0.2
32.3,1.548,0.63,0.6,0.2
32.32,1.546,0.627,0.6,0.2
32.34,1.544,0.623,0.6,0.2
32.36,1.542,0.62,0.6,0.2
32.38,1.539,0.616,0.6,0.2
32.4,1.537,0.613,0.6,0.2
32.42,1.535,0.609,0.6,0.2
32.44,1.533,0.604,0.6,0.2
32.46,1.531,0.6,0.6,0.2
32.48,1.529,0.597,0.6,0.2
32.5,1.527,0.593,0.6,0.2
32.52,1.525,0.588,0.6,0.2
32.54,1.523,0.585,0.6,0.2
32.56,1.522,0.581,0.6,0.2
32.58,1.52,0.578,0.6,0.2
32.6,1.519,0.574,0.6,0.2
32.62,1.517,0.571,0.6,0.2
32.64,1.516,0.567,0.6,0.2
32.66,1.515,0.565,0.6,0.2
32.68,1.514,0.562,0.6,0.2
32.7,1.513,0.56,0.6,0.2
32.72,1.512,0.559,0.6,0.2
32.74,1.512,0.555,0.6,0.2
32.76,1.512,0.553,0.6,0.2
32.78,1.512,0.552,0.6,0.2
32.8,1.511,0.552,0.6,0.2
32.82,1.511,0.55,0.6,0.2
32.84,1.511,0.55,0.6,0.2
32.86,1.512,0.548,0.6,0.2
32.88,1.512,0.548,0.6,0.2
32.9,1.513,0.548,0.6,0.2
32.92,1.513,0.548,0.6,0.2
32.94,1.514,0.55,0.6,0.2
32.96,1.515,0.55,0.6,0.2
32.98,1.516,0.552,0.6,0.2
33.0,1.517,0.552,0.6,0.2
33.02,1.519,0.553,0.6,0.2
33.04,1.52,0.555,0.6,0.2
33.06,1.521,0.557,0.6,0.2
33.08,1.523,0.56,0.6,0.2
33.1,1.524,0.562,0.6,0.2
33.12,1.526,0.564,0.6,0.2
33.14,1.527,0.567,0.6,0.2
33.16,1.529,0.571,0.6,0.2
33.18,1.531,0.574,0.6,0.2
33.2,1.533,0.576,0.6,0.2
33.22,1.535,0.579,0.6,0.2
33.24,1.536,0.583,0.6,0.2
33.26,1.538,0.586,0.6,0.2
33.28,1.54,0.59,0.6,0.2
33.3,1.542,0.593,0.6,0.2
33.32,1.543,0.599,0.6,0.2
33.34,1.545,0.602,0.6,0.2
33.36,1.546,0.606,0.6,0.2
33.38,1.548,0.609,0.6,0.2
33.4,1.549,0.613,0.6,0.2
33.42,1.551,0.616,0.6,0.2
33.44,1.552,0.618,0.6,0.2
33.46,1.553,0.621,0.6,0.2
33.48,1.554,0.625,0.6,0.2
33.5,1.555,0.628,0.6,0.2
33.52,1.556,0.63,0.6,0.2
33.54,1.557,0.634,0.6,0.2
33.56,1.558,0.635,0.6,0.2
33.58,1.558,0.639,0.6,0.2
33.6,1.559,0.641,0.6,0.2
33.62,1.559,0.642,0.6,0.2
33.64,1.559,0.644,0.6,0.2
33.66,1.559,0.646,0.6,0.2
33.68,1.559,0.646,0.6,0.2
33.7,1.559,0.648,0.6,0.2
33.72,1.558,0.649,0.6,0.2
33.74,1.558,0.649,0.6,0.2
33.76,1.558,0.649,0.6,0.2
33.78,1.557,0.649,0.6,0.2
33.8,1.556,0.649,0.6,0.2
33.82,1.555,0.649,0.6,0.2
33.84,1.554,0.649,0.6,0.2
33.86,1.553,0.648,0.6,0.2
33.88,1.551,0.648,0.6,0.2
33.9,1.55,0.646,0.6,0.2
33.92,1.549,0.644,0.6,0.2
33.94,1.547,0.642,0.6,0.2
33.96,1.546,0.641,0.6,0.2
33.98,1.544,0.639,0.6,0.2
34.0,1.542,0.637,0.6,0.2
34.02,1.541,0.634,0.6,0.2
34.04,1.539,0.632,0.6,0.2
34.06,1.537,0.63,0.6,0.2
34.08,1.535,0.627,0.6,0.2
34.1,1.533,0.623,0.6,0.2
34.12,1.531,0.621,0.6,0.2
34.14,1.529,0.618,0.6,0.2
34.16,1.527,0.614,0.6,0.2
34.18,1.525,0.611,0.6,0.2
34.2,1.524,0.607,0.6,0.2
34.22,1.522,0.604,0.6,0.2
34.24,1.52,0.6,0.6,0.2
34.26,1.519,0.597,0.6,0.2
34.28,1.517,0.593,0.6,0.2
34.3,1.515,0.59,0.6,0.2
34.32,1.514,0.586,0.6,0.2
34.34,1.512,0.585,0.6,0.2
34.36,1.511,0.581,0.6,0.2
34.38,1.51,0.578,0.6,0.2
34.4,1.509,0.574,0.6,0.2
34.42,1.508,0.572,0.6,0.2
34.44,1.507,0.569,0.6,0.2
34.46,1.506,0.567,0.6,0.2
34.48,1.506,0.564,0.6,0.2
34.5,1.505,0.562,0.6,0.2
34.52,1.505,0.56,0.6,0.2
34.54,1.504,0.559,0.6,0.2
34.56,1.504,0.557,0.6,0.2
34.58,1.504,0.555,0.6,0.2
34.6,1.504,0.553,0.6,0.2
34.62,1.504,0.553,0.6,0.2
34.64,1.505,0.552,0.6,0.2
34.66,1.505,0.552,0.6,0.2
34.68,1.506,0.552,0.6,0.2
34.7,1.507,0.552,0.6,0.2
34.72,1.507,0.552,0.6,0.2
34.74,1.508,0.552,0.6,0.2
34.76,1.51,0.552,0.6,0.2
34.78,1.511,0.553,0.6,0.2
34.8,1.512,0.553,0.6,0.2
34.82,1.513,0.555,0.6,0.2
34.84,1.515,0.555,0.6,0.2
34.86,1.516,0.557,0.6,0.2
34.88,1.518,0.559,0.6,0.2
34.9,1.52,0.56,0.6,0.2
34.92,1.522,0.562,0.6,0.2
34.94,1.523,0.565,0.6,0.2
34.96,1.525,0.567,0.6,0.2
34.98,1.527,0.569,0.6,0.2
35.0,1.529,0.572,0.6,0.2
35.02,1.531,0.574,0.6,0.2
35.04,1.533,0.578,0.6,0.2
35.06,1.535,0.581,0.6,0.2
35.08,1.536,0.585,0.6,0.2
35.1,1.538,0.588,0.6,0.2
35.12,1.54,0.59,0.6,0.2
35.14,1.542,0.593,0.6,0.2
35.16,1.544,0.597,0.6,0.2
35.18,1.546,0.6,0.6,0.2
35.2,1.547,0.604,0.6,0.2
35.22,1.549,0.607,0.6,0.2
35.24,1.55,0.611,0.6,0.2
35.26,1.552,0.614,0.6,0.2
35.28,1.553,0.618,0.6,0.2
35.3,1.555,0.62,0.6,0.2
35.32,1.556,0.623,0.6,0.2
35.34,1.557,0.627,0.6,0.2
35.36,1.558,0.63,0.6,0.2
35.38,1.559,0.632,0.6,0.2
35.4,1.559,0.635,0.6,0.2
35.42,1.56,0.637,0.6,0.2
35.44,1.561,0.639,0.6,0.2
35.46,1.561,0.642,0.6,0.2
35.48,1.561,0.644,0.6,0.2
35.5,1.561,0.646,0.6,0.2
35.52,1.561,0.648,0.6,0.2
35.54,1.561,0.648,0.6,0.2
35.56,1.56,0.649,0.6,0.2
35.58,1.56,0.649,0.6,0.2
35.6,1.559,0.651,0.6,0.2
35.62,1.559,0.651,0.6,0.2
35.64,1.558,0.651,0.6,0.2
35.66,1.557,0.651,0.6,0.2
35.68,1.556,0.651,0.6,0.2
35.7,1.555,0.649,0.6,0.2
35.72,1.554,0.649,0.6,0.2
35.74,1.552,0.648,0.6,0.2
35.76,1.551,0.648,0.6,0.2
35.78,1.549,0.646,0.6,0.2
35.8,1.547,0.644,0.6,0.2
35.82,1.546,0.642,0.6,0.2
35.84,1.544,0.641,0.6,0.2
35.86,1.542,0.637,0.6,0.2
35.88,1.54,0.635,0.6,0.2
35.9,1.539,0.632,0.6,0.2
35.92,1.536,0.63,0.6,0.2
35.94,1.535,0.627,0.6,0.2
35.96,1.532,0.625,0.6,0.2
35.98,1.53,0.621,0.6,0.2
36.0,1.529,0.618,0.6,0.2
36.02,1.527,0.614,0.6,0.2
36.04,1.525,0.611,0.6,0.2
36.06,1.523,0.607,0.6,0.2
36.08,1.521,0.604,0.6,0.2
36.1,1.519,0.6,0.6,0.2
36.12,1.517,0.597,0.6,0.2
36.14,1.516,0.593,0.6,0.2
36.16,1.514,0.59,0.6,0.2
36.18,1.513,0.585,0.6,0.2
36.2,1.511,0.581,0.6,0.2
36.22,1.51,0.579,0.6,0.2
36.24,1.509,0.576,0.6,0.2
36.26,1.508,0.572,0.6,0.2
36.28,1.507,0.569,0.6,0.2
36.3,1.506,0.567,0.6,0.2
36.32,1.505,0.564,0.6,0.2
36.34,1.504,0.562,0.6,0.2
36.36,1.504,0.559,0.6,0.2
36.38,1.503,0.557,0.6,0.2
36.4,1.503,0.555,0.6,0.2
36.42,1.503,0.553,0.6,0.2
36.44,1.503,0.552,0.6,0.2
36.46,1.503,0.55,0.6,0.2
36.48,1.504,0.548,0.6,0.2
36.5,1.504,0.548,0.6,0.2
36.52,1.505,0.546,0.6,0.2
36.54,1.505,0.546,0.6,0.2
36.56,1.506,0.546,0.6,0.2
36.58,1.507,0.546,0.6,0.2
36.6,1.508,0.546,0.6,0.2
36.62,1.51,0.546,0.6,0.2
36.64,1.511,0.548,0.6,0.2
36.66,1.513,0.548,0.6,0.2
36.68,1.514,0.548,0.6,0.2
36.7,1.516,0.55,0.6,0.2
36.72,1.518,0.552,0.6,0.2
36.74,1.519,0.553,0.6,0.2
36.76,1.521,0.555,0.6,0.2
36.78,1.523,0.557,0.6,0.2
36.8,1.526,0.559,0.6,0.2
36.82,1.527,0.562,0.6,0.2
36.84,1.53,0.564,0.6,0.2
36.86,1.532,0.567,0.6,0.2
36.88,1.534,0.569,0.6,0.2
36.9,1.536,0.572,0.6,0.2
36.92,1.539,0.576,0.6,0.2
36.94,1.541,0.578,0.6,0.2
36.96,1.543,0.581,0.6,0.2
36.98,1.545,0.585,0.6,0.2
37.0,1.548,0.588,0.6,0.2
37.02,1.55,0.592,0.6,0.2
37.04,1.552,0.595,0.6,0.2
37.06,1.554,0.597,0.6,0.2
37.08,1.556,0.6,0.6,0.2
37.1,1.558,0.604,0.6,0.2
37.12,1.56,0.607,0.6,0.2
37.14,1.562,0.611,0.6,0.2
37.16,1.563,0.614,0.6,0.2
37.18,1.565,0.616,0.6,0.2
37.2,1.567,0.62,0.6,0.2
37.22,1.568,0.623,0.6,0.2
37.24,1.57,0.625,0.6,0.2
37.26,1.57,0.628,0.6,0.2
37.28,1.572,0.63,0.6,0.2
37.3,1.573,0.632,0.6,0.2
37.32,1.573,0.635,0.6,0.2
37.34,1.574,0.637,0.6,0.2
37.36,1.575,0.639,0.6,0.2
37.38,1.575,0.639,0.6,0.2
37.4,1.576,0.641,0.6,0.2
37.42,1.576,0.642,0.6,0.2
37.44,1.576,0.642,0.6,0.2
37.46,1.576,0.642,0.6,0.2
37.48,1.576,0.642,0.6,0.2
37.5,1.576,0.644,0.6,0.2
37.52,1.576,0.642,0.6,0.2
37.54,1.575,0.642,0.6,0.2
37.56,1.574,0.642,0.6,0.2
37.58,1.573,0.642,0.6,0.2
37.6,1.573,0.641,0.6,0.2
37.62,1.572,0.639,0.6,0.2
37.64,1.571,0.639,0.6,0.2
37.66,1.57,0.637,0.6,0.2
37.68,1.569,0.635,0.6,0.2
37.7,1.568,0.634,0.6,0.2
37.72,1.566,0.632,0.6,0.2
37.74,1.565,0.628,0.6,0.2
37.76,1.564,0.627,0.6,0.2
37.78,1.562,0.625,0.6,0.2
37.8,1.561,0.621,0.6,0.2
37.82,1.56,0.62,0.6,0.2
37.84,1.558,0.616,0.6,0.2
37.86,1.557,0.614,0.6,0.2
37.88,1.555,0.611,0.6,0.2
37.9,1.554,0.609,0.6,0.2
37.92,1.552,0.606,0.6,0.2
37.94,1.551,0.604,0.6,0.2
37.96,1.55,0.6,0.6,0.2
37.98,1.548,0.599,0.6,0.2
38.0,1.547,0.595,0.6,0.2
38.02,1.545,0.593,0.6,0.2
38.04,1.544,0.592,0.6,0.2
38.06,1.543,0.588,0.6,0.2
38.08,1.542,0.586,0.6,0.2
38.1,1.541,0.585,0.6,0.2
38.12,1.54,0.583,0.6,0.2
38.14,1.539,0.581,0.6,0.2
38.16,1.538,0.579,0.6,0.2
38.18,1.537,0.578,0.6,0.2
38.2,1.537,0.576,0.6,0.2
38.22,1.536,0.574,0.6,0.2
38.24,1.536,0.574,0.6,0.2
38.26,1.535,0.572,0.6,0.2
38.28,1.535,0.571,0.6,0.2
38.3,1.535,0.571,0.6,0.2
38.32,1.535,0.571,0.6,0.2
38.34,1.535,0.569,0.6,0.2
38.36,1.535,0.569,0.6,0.2
38.38,1.535,0.569,0.6,0.2
38.4,1.535,0.569,0.6,0.2
38.42,1.536,0.569,0.6,0.2
38.44,1.536,0.571,0.6,0.2
38.46,1.536,0.571,0.6,0.2
38.48,1.537,0.571,0.6,0.2
38.5,1.537,0.572,0.6,0.2
38.52,1.538,0.572,0.6,0.2
38.54,1.539,0.574,0.6,0.2
38.56,1.539,0.576,0.6,0.2
38.58,1.54,0.576,0.6,0.2
38.6,1.541,0.578,0.6,0.2
38.62,1.542,0.579,0.6,0.2
38.64,1.543,0.581,0.6,0.2
38.66,1.544,0.583,0.6,0.2
38.68,1.545,0.585,0.6,0.2
38.7,1.546,0.586,0.6,0.2
38.72,1.546,0.59,0.6,0.2
38.74,1.547,0.592,0.6,0.2
38.76,1.549,0.593,0.6,0.2
38.78,1.55,0.595,0.6,0.2
38.8,1.55,0.599,0.6,0.2
38.82,1.551,0.6,0.6,0.2
38.84,1.552,0.602,0.6,0.2
38.86,1.553,0.606,0.6,0.2
38.88,1.554,0.607,0.6,0.2
38.9,1.555,0.609,0.6,0.2
38.92,1.555,0.613,0.6,0.2
38.94,1.556,0.614,0.6,0.2
38.96,1.556,0.616,0.6,0.2
38.98,1.557,0.62,0.6,0.2
39.0,1.557,0.621,0.6,0.2
39.02,1.557,0.623,0.6,0.2
39.04,1.558,0.625,0.6,0.2
39.06,1.558,0.627,0.6,0.2
39.08,1.558,0.628,0.6,0.2
39.1,1.558,0.63,0.6,0.2
39.12,1.558,0.632,0.6,0.2
39.14,1.558,0.634,0.6,0.2
39.16,1.558,0.634,0.6,0.2
39.18,1.557,0.635,0.6,0.2
39.2,1.557,0.635,0.6,0.2
39.22,1.556,0.637,0.6,0.2
39.24,1.556,0.637,0.6,0.2
39.26,1.555,0.637,0.6,0.2
39.28,1.554,0.637,0.6,0.2
39.3,1.553,0.639,0.6,0.2
39.32,1.553,0.637,0.6,0.2
39.34,1.552,0.637,0.6,0.2
39.36,1.55,0.637,0.6,0.2
39.38,1.549,0.637,0.6,0.2
39.4,1.548,0.635,0.6,0.2
39.42,1.547,0.635,0.6,0.2
39.44,1.545,0.634,0.6,0.2
39.46,1.544,0.632,0.6,0.2
39.48,1.543,0.63,0.6,0.2
39.5,1.541,0.628,0.6,0.2
39.52,1.54,0.627,0.6,0.2
39.54,1.538,0.625,0.6,0.2
39.56,1.537,0.623,0.6,0.2
39.58,1.535,0.621,0.6,0.2
39.6,1.534,0.618,0.6,0.2
39.62,1.532,0.616,0.6,0.2
39.64,1.531,0.613,0.6,0.2
39.66,1.529,0.611,0.6,0.2
39.68,1.528,0.607,0.6,0.2
39.7,1.526,0.606,0.6,0.2
39.72,1.525,0.602,0.6,0.2
39.74,1.524,0.599,0.6,0.2
39.76,1.522,0.597,0.6,0.2
39.78,1.521,0.593,0.6,0.2
39.8,1.52,0.59,0.6,0.2
39.82,1.519,0.586,0.6,0.2
39.84,1.518,0.585,0.6,0.2
39.86,1.517,0.581,0.6,0.2
39.88,1.516,0.578,0.6,0.2
39.9,1.515,0.576,0.6,0.2
39.92,1.515,0.572,0.6,0.2
39.94,1.514,0.571,0.6,0.2
39.96,1.514,0.567,0.6,0.2
39.98,1.513,0.565,0.6,0.2
40.0,1.513,0.564,0.6,0.2
40.02,1.513,0.562,0.6,0.2
40.04,1.513,0.56,0.6,0.2
40.06,1.513,0.559,0.6,0.2
40.08,1.513,0.557,0.6,0.2
40.1,1.513,0.557,0.6,0.2
40.12,1.514,0.555,0.6,0.2
40.14,1.514,0.555,0.6,0.2
40.16,1.515,0.555,0.6,0.2
40.18,1.515,0.555,0.6,0.2
40.2,1.516,0.555,0.6,0.2
40.22,1.517,0.555,0.6,0.2
40.24,1.518,0.555,0.6,0.2
40.26,1.519,0.557,0.6,0.2
40.28,1.521,0.557,0.6,0.2
40.3,1.522,0.559,0.6,0.2
40.32,1.523,0.559,0.6,0.2
40.34,1.525,0.56,0.6,0.2
40.36,1.526,0.562,0.6,0.2
40.38,1.528,0.564,0.6,0.2
40.4,1.529,0.565,0.6,0.2
40.42,1.531,0.569,0.6,0.2
40.44,1.533,0.571,0.6,0.2
40.46,1.535,0.572,0.6,0.2
40.48,1.536,0.576,0.6,0.2
40.5,1.538,0.578,0.6,0.2
40.52,1.54,0.581,0.6,0.2
40.54,1.542,0.583,0.6,0.2
40.56,1.543,0.586,0.6,0.2
40.58,1.545,0.588,0.6,0.2
40.6,1.547,0.592,0.6,0.2
40.62,1.549,0.595,0.6,0.2
40.64,1.55,0.597,0.6,0.2
40.66,1.552,0.6,0.6,0.2
40.68,1.554,0.602,0.6,0.2
40.7,1.555,0.606,0.6,0.2
40.72,1.557,0.607,0.6,0.2
40.74,1.558,0.611,0.6,0.2
40.76,1.56,0.613,0.6,0.2
40.78,1.561,0.616,0.6,0.2
40.8,1.562,0.618,0.6,0.2
40.82,1.563,0.621,0.6,0.2
40.84,1.564,0.623,0.6,0.2
40.86,1.565,0.625,0.6,0.2
40.88,1.566,0.627,0.6,0.2
40.9,1.566,0.628,0.6,0.2
40.92,1.567,0.63,0.6,0.2
40.94,1.568,0.632,0.6,0.2
40.96,1.568,0.634,0.6,0.2
40.98,1.568,0.635,0.6,0.2
41.0,1.568,0.635,0.6,0.2
41.02,1.568,0.637,0.6,0.2
41.04,1.568,0.637,0.6,0.2
41.06,1.568,0.639,0.6,0.2
41.08,1.568,0.639,0.6,0.2
41.1,1.567,0.639,0.6,0.2
41.12,1.567,0.639,0.6,0.2
41.14,1.567,0.637,0.6,0.2
41.16,1.566,0.637,0.6,0.2
41.18,1.565,0.637,0.6,0.2
41.2,1.565,0.635,0.6,0.2
41.22,1.564,0.635,0.6,0.2
41.24,1.563,0.634,0.6,0.2
41.26,1.562,0.632,0.6,0.2
41.28,1.561,0.63,0.6,0.2
41.3,1.56,0.628,0.6,0.2
41.32,1.559,0.627,0.6,0.2
41.34,1.557,0.625,0.6,0.2
41.36,1.556,0.621,0.6,0.2
41.38,1.555,0.62,0.6,0.2
41.4,1.554,0.618,0.6,0.2
41.42,1.553,0.614,0.6,0.2
41.44,1.551,0.613,0.6,0.2
41.46,1.55,0.609,0.6,0.2
41.48,1.549,0.607,0.6,0.2
41.5,1.548,0.604,0.6,0.2
41.52,1.546,0.6,0.6,0.2
41.54,1.545,0.599,0.6,0.2
41.56,1.544,0.595,0.6,0.2
41.58,1.543,0.592,0.6,0.2
41.6,1.542,0.59,0.6,0.2
41.62,1.541,0.586,0.6,0.2
41.64,1.541,0.583,0.6,0.2
41.66,1.54,0.581,0.6,0.2
41.68,1.539,0.578,0.6,0.2
41.7,1.538,0.576,0.6,0.2
41.72,1.538,0.574,0.6,0.2
41.74,1.537,0.571,0.6,0.2
41.76,1.537,0.569,0.6,0.2
41.78,1.537,0.567,0.6,0.2
41.8,1.536,0.565,0.6,0.2
41.82,1.536,0.564,0.6,0.2
41.84,1.537,0.562,0.6,0.2
41.86,1.537,0.56,0.6,0.2
41.88,1.537,0.559,0.6,0.2
41.9,1.537,0.559,0.6,0.2
41.92,1.538,0.557,0.6,0.2
41.94,1.538,0.557,0.6,0.2
41.96,1.539,0.557,0.6,0.2
41.98,1.54,0.557,0.6,0.2
42.0,1.541,0.557,0.6,0.2
42.02,1.542,0.557,0.6,0.2
